,anno,settimana,luogo,tipo_valore,id_valore,orizzonte,valore
829,2023,46,09,quantile,0.4,2,15.639299597317288
830,2023,46,09,quantile,0.4,3,15.988755798934084
831,2023,46,09,quantile,0.4,4,15.597685552118776
832,2023,46,10,quantile,0.4,1,8.20130992466914
833,2023,46,10,quantile,0.4,2,9.33929959731729
834,2023,46,10,quantile,0.4,3,9.478755798934085
835,2023,46,10,quantile,0.4,4,9.213685552118775
836,2023,46,11,quantile,0.4,1,1.9093099246691407
837,2023,46,11,quantile,0.4,2,2.079299597317291
838,2023,46,11,quantile,0.4,3,1.976755798934083
839,2023,46,11,quantile,0.4,4,1.8568855521187757
840,2023,46,14,quantile,0.4,1,12.01030992466914
841,2023,46,14,quantile,0.4,2,13.73429959731729
842,2023,46,14,quantile,0.4,3,14.020255798934084
843,2023,46,14,quantile,0.4,4,13.667285552118775
844,2023,46,15,quantile,0.4,1,6.160309924669141
845,2023,46,15,quantile,0.4,2,6.984299597317291
846,2023,46,15,quantile,0.4,3,7.045255798934083
847,2023,46,15,quantile,0.4,4,6.827285552118775
848,2023,46,16,quantile,0.4,1,5.315309924669141
849,2023,46,16,quantile,0.4,2,6.00929959731729
850,2023,46,16,quantile,0.4,3,6.037755798934083
851,2023,46,16,quantile,0.4,4,5.839285552118775
852,2023,46,17,quantile,0.4,1,7.005309924669141
853,2023,46,17,quantile,0.4,2,7.95929959731729
854,2023,46,17,quantile,0.4,3,8.052755798934083
855,2023,46,17,quantile,0.4,4,7.815285552118775
856,2023,46,18,quantile,0.4,1,6.992309924669141
857,2023,46,18,quantile,0.4,2,7.94429959731729
858,2023,46,18,quantile,0.4,3,8.037255798934083
859,2023,46,18,quantile,0.4,4,7.800085552118775
860,2023,46,12,quantile,0.4,1,9.46230992466914
861,2023,46,12,quantile,0.4,2,10.794299597317291
862,2023,46,12,quantile,0.4,3,10.982255798934084
863,2023,46,12,quantile,0.4,4,10.688085552118777
864,2023,46,13,quantile,0.4,1,7.993309924669142
865,2023,46,13,quantile,0.4,2,9.099299597317293
866,2023,46,13,quantile,0.4,3,9.230755798934084
867,2023,46,13,quantile,0.4,4,8.970485552118776
868,2023,46,19,quantile,0.4,1,5.978309924669141
869,2023,46,19,quantile,0.4,2,6.77429959731729
870,2023,46,19,quantile,0.4,3,6.828255798934083
871,2023,46,19,quantile,0.4,4,6.614485552118775
872,2023,46,20,quantile,0.4,1,9.46230992466914
873,2023,46,20,quantile,0.4,2,10.794299597317291
874,2023,46,20,quantile,0.4,3,10.982255798934084
875,2023,46,20,quantile,0.4,4,10.688085552118777
876,2023,46,21,quantile,0.4,1,8.66930992466914
877,2023,46,21,quantile,0.4,2,9.87929959731729
878,2023,46,21,quantile,0.4,3,10.036755798934085
879,2023,46,21,quantile,0.4,4,9.760885552118776
880,2023,46,01,quantile,0.45,1,11.473375710346374
881,2023,46,01,quantile,0.45,2,13.177129700205068
882,2023,46,01,quantile,0.45,3,13.531127076595212
883,2023,46,01,quantile,0.45,4,13.228755126412892
884,2023,46,02,quantile,0.45,1,9.679375710346374
885,2023,46,02,quantile,0.45,2,11.10712970020507
886,2023,46,02,quantile,0.45,3,11.392127076595212
887,2023,46,02,quantile,0.45,4,11.131155126412894
888,2023,46,03,quantile,0.45,1,9.679375710346374
889,2023,46,03,quantile,0.45,2,11.10712970020507
890,2023,46,03,quantile,0.45,3,11.392127076595212
891,2023,46,03,quantile,0.45,4,11.131155126412894
892,2023,46,04,quantile,0.45,1,7.911375710346374
893,2023,46,04,quantile,0.45,2,9.067129700205069
894,2023,46,04,quantile,0.45,3,9.284127076595212
895,2023,46,04,quantile,0.45,4,9.063955126412893
896,2023,46,05,quantile,0.45,1,11.070375710346374
897,2023,46,05,quantile,0.45,2,12.712129700205068
898,2023,46,05,quantile,0.45,3,13.050627076595212
899,2023,46,05,quantile,0.45,4,12.757555126412893
900,2023,46,06,quantile,0.45,1,3.6473757103463744
901,2023,46,06,quantile,0.45,2,4.147129700205069
902,2023,46,06,quantile,0.45,3,4.200127076595213
903,2023,46,06,quantile,0.45,4,4.078355126412894
904,2023,46,IT,quantile,0.45,1,9.679375710346374
905,2023,46,IT,quantile,0.45,2,11.10712970020507
906,2023,46,IT,quantile,0.45,3,11.392127076595212
907,2023,46,IT,quantile,0.45,4,11.131155126412894
908,2023,46,07,quantile,0.45,1,7.313375710346374
909,2023,46,07,quantile,0.45,2,8.377129700205069
910,2023,46,07,quantile,0.45,3,8.571127076595213
911,2023,46,07,quantile,0.45,4,8.364755126412893
912,2023,46,08,quantile,0.45,1,10.186375710346374
913,2023,46,08,quantile,0.45,2,11.692129700205069
914,2023,46,08,quantile,0.45,3,11.996627076595212
915,2023,46,08,quantile,0.45,4,11.723955126412893
916,2023,46,09,quantile,0.45,1,13.878375710346374
917,2023,46,09,quantile,0.45,2,15.952129700205068
918,2023,46,09,quantile,0.45,3,16.39862707659521
919,2023,46,09,quantile,0.45,4,16.040755126412893
920,2023,46,10,quantile,0.45,1,8.418375710346373
921,2023,46,10,quantile,0.45,2,9.652129700205068
922,2023,46,10,quantile,0.45,3,9.888627076595212
923,2023,46,10,quantile,0.45,4,9.656755126412891
924,2023,46,11,quantile,0.45,1,2.1263757103463745
925,2023,46,11,quantile,0.45,2,2.3921297002050688
926,2023,46,11,quantile,0.45,3,2.3866270765952127
927,2023,46,11,quantile,0.45,4,2.299955126412893
928,2023,46,14,quantile,0.45,1,12.227375710346374
929,2023,46,14,quantile,0.45,2,14.047129700205067
930,2023,46,14,quantile,0.45,3,14.430127076595213
931,2023,46,14,quantile,0.45,4,14.110355126412893
932,2023,46,15,quantile,0.45,1,6.377375710346374
933,2023,46,15,quantile,0.45,2,7.297129700205069
934,2023,46,15,quantile,0.45,3,7.455127076595213
935,2023,46,15,quantile,0.45,4,7.270355126412894
936,2023,46,16,quantile,0.45,1,5.532375710346375
937,2023,46,16,quantile,0.45,2,6.3221297002050685
938,2023,46,16,quantile,0.45,3,6.447627076595213
939,2023,46,16,quantile,0.45,4,6.282355126412893
940,2023,46,17,quantile,0.45,1,7.222375710346374
941,2023,46,17,quantile,0.45,2,8.272129700205069
942,2023,46,17,quantile,0.45,3,8.462627076595211
943,2023,46,17,quantile,0.45,4,8.258355126412892
944,2023,46,18,quantile,0.45,1,7.209375710346374
945,2023,46,18,quantile,0.45,2,8.257129700205068
946,2023,46,18,quantile,0.45,3,8.447127076595212
947,2023,46,18,quantile,0.45,4,8.243155126412892
948,2023,46,12,quantile,0.45,1,9.679375710346374
949,2023,46,12,quantile,0.45,2,11.10712970020507
950,2023,46,12,quantile,0.45,3,11.392127076595212
951,2023,46,12,quantile,0.45,4,11.131155126412894
952,2023,46,13,quantile,0.45,1,8.210375710346375
953,2023,46,13,quantile,0.45,2,9.41212970020507
954,2023,46,13,quantile,0.45,3,9.640627076595212
955,2023,46,13,quantile,0.45,4,9.413555126412891
956,2023,46,19,quantile,0.45,1,6.195375710346374
957,2023,46,19,quantile,0.45,2,7.087129700205068
958,2023,46,19,quantile,0.45,3,7.238127076595212
959,2023,46,19,quantile,0.45,4,7.057555126412893
960,2023,46,20,quantile,0.45,1,9.679375710346374
