origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.975,24.593889993149222
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.975,25.95032551174573
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.99,17.260113591623437
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.99,22.21903412490089
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.99,25.01148174739477
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.99,26.389645354430304
2025-03-12,ILI incidence,2025-03-09,1,IE,median,,9.45871246557677
2025-03-12,ILI incidence,2025-03-16,2,IE,median,,11.96916637345334
2025-03-12,ILI incidence,2025-03-23,3,IE,median,,13.142753164655495
2025-03-12,ILI incidence,2025-03-30,4,IE,median,,13.903364385460511
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.01,5.25301801819287
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.01,4.608952894398174
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.01,4.102826695145836
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.01,3.692481028381117
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.025,5.326640570343614
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.025,4.694238831350102
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.025,4.196206226310071
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.025,3.791717882429238
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.05,5.447002255309453
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.05,4.833668378079293
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.05,4.348867569660878
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.05,3.9539550586070575
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.1,5.679994651670163
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.1,5.103571746623376
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.1,4.644384637480631
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.1,4.268008724997596
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.15,5.9043441444630975
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.15,5.363462991066496
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.15,4.928939435459425
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.15,4.570412502395546
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.2,6.12171717174094
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.2,5.615272548843157
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.2,5.20464559861164
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.2,4.863412605649256
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.25,6.333498411363698
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.25,5.860604460362408
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.25,5.473259390006181
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.25,5.148875461155026
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.3,6.540868647148692
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.3,6.10082657081918
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.3,5.736278462686125
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.3,5.428392663715247
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.35,6.744860907429113
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.35,6.337135562299607
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.35,5.995013063289427
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.35,5.703356646476202
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.4,6.946402550406195
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.4,6.570605706351898
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.4,6.250639411215202
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.4,5.975017408355035
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.45,7.146348204505548
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.45,6.802227022798712
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.45,6.504241478688969
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.45,6.244526914800652
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.5,7.345506866839851
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.5,7.032936671175145
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.5,6.756845361232933
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.5,6.5129756241855326
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.55,7.544665529174154
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.55,7.263646319551579
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.55,7.0094492437768965
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.55,6.781424333570413
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.6,7.744611183273506
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.6,7.495267635998392
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.6,7.263051311250663
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.6,7.05093384001603
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.65,7.9461528262505885
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.65,7.728737780050683
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.65,7.518677659176438
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.65,7.322594601894863
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.7,8.15014508653101
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.7,7.96504677153111
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.7,7.77741225977974
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.7,7.597558584655818
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.75,8.357515322316004
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.75,8.205268881987882
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.75,8.040431332459685
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.75,7.877075787216039
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.8,8.569296561938762
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.8,8.450600793507133
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.8,8.309045123854226
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.8,8.16253864272181
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.85,8.786669589216604
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.85,8.702410351283795
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.85,8.58475128700644
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.85,8.45553874597552
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.9,9.011019082009538
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.9,8.962301595726915
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.9,8.869306084985235
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.9,8.757942523373469
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.95,9.244011478370249
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.95,9.232204964270998
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.95,9.164823152804988
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.95,9.071996189764008
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.975,9.364373163336086
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.975,9.371634511000188
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.975,9.317484496155794
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.975,9.234233365941828
2025-03-12,ILI incidence,2025-03-09,1,IS,quantile,0.99,9.437995715486831
2025-03-12,ILI incidence,2025-03-16,2,IS,quantile,0.99,9.456920447952117
2025-03-12,ILI incidence,2025-03-23,3,IS,quantile,0.99,9.410864027320027
2025-03-12,ILI incidence,2025-03-30,4,IS,quantile,0.99,9.333470219989948
2025-03-12,ILI incidence,2025-03-09,1,IS,median,,7.345506866839851
2025-03-12,ILI incidence,2025-03-16,2,IS,median,,7.032936671175145
2025-03-12,ILI incidence,2025-03-23,3,IS,median,,6.756845361232933
2025-03-12,ILI incidence,2025-03-30,4,IS,median,,6.5129756241855326
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.01,643.9830270627235
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.01,455.3933432441786
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.01,302.6064202863008
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.01,190.7337869615304
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.025,647.1002202266538
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.025,459.6469623816933
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.025,307.69834399010165
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.025,196.37783100541813
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.05,652.1963573560272
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.05,466.600983284771
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.05,316.02286546895635
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.05,205.6049853392261
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.1,662.0613006915455
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.1,480.0623600926016
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.1,332.1372145532604
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.1,223.4666229561655
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.15,671.56030181057
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.15,493.024384202847
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.15,347.6537983569434
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.15,240.6656792447136
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.2,680.763918024063
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.2,505.5833357984851
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.2,362.687871991021
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.2,257.3299064966749
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.25,689.7307768616788
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.25,517.8192160757874
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.25,377.3352033121012
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.25,273.5654567347675
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.3,698.5108729396853
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.3,529.800246041713
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.3,391.67745834415126
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.3,289.4628510789009
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.35,707.1479448784416
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.35,541.5861099772233
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.35,405.7860839645591
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.35,305.10128343421405
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.4,715.681257204386
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.4,553.2303869620548
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.4,419.7252186345544
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.4,320.5518468337425
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.45,724.146995051125
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.45,564.7824540378946
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.45,433.553970638368
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.45,335.88005870841465
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.5,732.5794115136084
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.5,576.2890518501039
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.5,447.3282922821071
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.5,351.14793830643566
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.55,741.0118279760918
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.55,587.7956496623132
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.55,461.10261392584624
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.55,366.4158179044567
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.6,749.4775658228308
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.6,599.3477167381529
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.6,474.93136592965976
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.6,381.7440297791288
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.65,758.0108781487752
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.65,610.9919937229845
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.65,488.8705005996551
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.65,397.19459317865727
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.7,766.6479500875315
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.7,622.7778576584948
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.7,502.9791262200629
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.7,412.8330255339704
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.75,775.428046165538
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.75,634.7588876244204
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.75,517.321381252113
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.75,428.7304198781038
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.8,784.3949050031539
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.8,646.9947679017226
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.8,531.9687125731932
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.8,444.9659701161965
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.85,793.5985212166469
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.85,659.5537194973608
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.85,547.0027862072708
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.85,461.6301973681578
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.9,803.0975223356713
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.9,672.515743607606
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.9,562.5193700109538
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.9,478.8292536567058
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.95,812.9624656711896
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.95,685.9771204154367
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.95,578.6337190952579
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.95,496.6908912736452
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.975,818.058602800563
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.975,692.9311413185145
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.975,586.9582405741126
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.975,505.9180456074532
2025-03-12,ILI incidence,2025-03-09,1,IT,quantile,0.99,821.1757959644933
2025-03-12,ILI incidence,2025-03-16,2,IT,quantile,0.99,697.1847604560292
2025-03-12,ILI incidence,2025-03-23,3,IT,quantile,0.99,592.0501642779134
2025-03-12,ILI incidence,2025-03-30,4,IT,quantile,0.99,511.562089651341
2025-03-12,ILI incidence,2025-03-09,1,IT,median,,732.5794115136084
2025-03-12,ILI incidence,2025-03-16,2,IT,median,,576.2890518501039
2025-03-12,ILI incidence,2025-03-23,3,IT,median,,447.3282922821071
2025-03-12,ILI incidence,2025-03-30,4,IT,median,,351.14793830643566
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.01,141.38636920486664
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.01,108.0493671378681
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.01,101.35628036184866
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.01,71.88295824726154
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.025,142.28932230280293
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.025,109.41760014419792
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.025,103.00737694979505
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.025,73.6796766369377
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.05,143.76551340373368
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.05,111.654453190674
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.05,105.70666896781243
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.05,76.61703817186172
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.1,146.62307810291367
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.1,115.98448356332231
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.1,110.93187428073
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.1,82.30309103157336
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.15,149.37464081868364
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.15,120.1538905184648
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.15,115.9632494672281
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.15,87.77821852498386
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.2,152.0406397912055
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.2,124.19364385380712
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.2,120.83816690985026
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.2,93.083089167474
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.25,154.638057577139
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.25,128.12947701509174
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.25,125.5876800945634
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.25,98.25149526998888
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.3,157.18137604888187
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.3,131.98333419394208
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.3,130.23826987641706
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.3,103.31225322012762
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.35,159.6832649130181
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.35,135.77441363085185
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.35,134.8131034712488
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.35,108.2905735131676
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.4,162.15509787143978
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.4,139.51994974737454
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.4,139.33297828307582
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.4,113.20908782222112
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.45,164.6073566225117
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.45,143.23582532379845
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.45,143.81706064118532
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.45,118.08865288973702
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.5,167.04996321359263
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.5,146.93707510857024
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.5,148.28349352396347
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.5,122.94901185076134
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.55,169.49256980467356
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.55,150.63832489334203
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.55,152.74992640674162
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.55,127.80937081178566
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.6,171.9448285557455
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.6,154.35420046976594
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.6,157.23400876485113
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.6,132.68893587930157
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.65,174.41666151416717
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.65,158.09973658628863
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.65,161.7538835766781
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.65,137.60745018835507
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.7,176.9185503783034
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.7,161.8908160231984
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.7,166.32871717150988
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.7,142.58577048139506
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.75,179.46186885004627
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.75,165.74467320204874
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.75,170.97930695336353
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.75,147.6465284315338
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.8,182.05928663597976
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.8,169.68050636333336
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.8,175.72882013807668
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.8,152.81493453404866
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.85,184.7252856085016
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.85,173.72025969867568
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.85,180.6037375806989
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.85,158.11980517653882
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.9,187.4768483242716
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.9,177.88966665381815
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.9,185.6351127671969
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.9,163.59493266994932
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.95,190.3344130234516
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.95,182.2196970264665
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.95,190.8603180801145
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.95,169.28098552966094
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.975,191.8106041243824
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.975,184.4565500729425
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.975,193.5596100981319
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.975,172.21834706458498
2025-03-12,ILI incidence,2025-03-09,1,LT,quantile,0.99,192.71355722231863
2025-03-12,ILI incidence,2025-03-16,2,LT,quantile,0.99,185.8247830792724
2025-03-12,ILI incidence,2025-03-23,3,LT,quantile,0.99,195.21070668607828
2025-03-12,ILI incidence,2025-03-30,4,LT,quantile,0.99,174.01506545426113
2025-03-12,ILI incidence,2025-03-09,1,LT,median,,167.04996321359263
2025-03-12,ILI incidence,2025-03-16,2,LT,median,,146.93707510857024
2025-03-12,ILI incidence,2025-03-23,3,LT,median,,148.28349352396347
2025-03-12,ILI incidence,2025-03-30,4,LT,median,,122.94901185076134
2025-03-12,ILI incidence,2025-03-09,1,LU,quantile,0.01,5667.080875933718
2025-03-12,ILI incidence,2025-03-16,2,LU,quantile,0.01,4840.216917824281
2025-03-12,ILI incidence,2025-03-23,3,LU,quantile,0.01,3972.512835583694
2025-03-12,ILI incidence,2025-03-30,4,LU,quantile,0.01,3534.921413320811
2025-03-12,ILI incidence,2025-03-09,1,LU,quantile,0.025,5738.464213454038
2025-03-12,ILI incidence,2025-03-16,2,LU,quantile,0.025,4925.912044236484
2025-03-12,ILI incidence,2025-03-23,3,LU,quantile,0.025,4063.903032851256
2025-03-12,ILI incidence,2025-03-30,4,LU,quantile,0.025,3631.334761229414
2025-03-12,ILI incidence,2025-03-09,1,LU,quantile,0.05,5855.165122773768
2025-03-12,ILI incidence,2025-03-16,2,LU,quantile,0.05,5066.010553552139
2025-03-12,ILI incidence,2025-03-23,3,LU,quantile,0.05,4213.312117583359
2025-03-12,ILI incidence,2025-03-30,4,LU,quantile,0.05,3788.955933933624
2025-03-12,ILI incidence,2025-03-09,1,LU,quantile,0.1,6081.071103797502
2025-03-12,ILI incidence,2025-03-16,2,LU,quantile,0.1,5337.208879009962
2025-03-12,ILI incidence,2025-03-23,3,LU,quantile,0.1,4502.533564588466
2025-03-12,ILI incidence,2025-03-30,4,LU,quantile,0.1,4094.074084746836
2025-03-12,ILI incidence,2025-03-09,1,LU,quantile,0.15,6298.597053370128
2025-03-12,ILI incidence,2025-03-16,2,LU,quantile,0.15,5598.34704365874
2025-03-12,ILI incidence,2025-03-23,3,LU,quantile,0.15,4781.02627917465
2025-03-12,ILI incidence,2025-03-30,4,LU,quantile,0.15,4387.873811459314
2025-03-12,ILI incidence,2025-03-09,1,LU,quantile,0.2,6509.358725177119
2025-03-12,ILI incidence,2025-03-16,2,LU,quantile,0.2,5851.364746889633
2025-03-12,ILI incidence,2025-03-23,3,LU,quantile,0.2,5050.858868010928
2025-03-12,ILI incidence,2025-03-30,4,LU,quantile,0.2,4672.537419180677
2025-03-12,ILI incidence,2025-03-09,1,LU,quantile,0.25,6714.698682388999
2025-03-12,ILI incidence,2025-03-16,2,LU,quantile,0.25,6097.873725063136
2025-03-12,ILI incidence,2025-03-23,3,LU,quantile,0.25,5313.750179182311
2025-03-12,ILI incidence,2025-03-30,4,LU,quantile,0.25,4949.878230382885
2025-03-12,ILI incidence,2025-03-09,1,LU,quantile,0.3,6915.761795528565
2025-03-12,ILI incidence,2025-03-16,2,LU,quantile,0.3,6339.248386095499
2025-03-12,ILI incidence,2025-03-23,3,LU,quantile,0.3,5571.165960110517
2025-03-12,ILI incidence,2025-03-30,4,LU,quantile,0.3,5221.442555505585
2025-03-12,ILI incidence,2025-03-09,1,LU,quantile,0.35,7113.549673586842
2025-03-12,ILI incidence,2025-03-16,2,LU,quantile,0.35,6576.691153578602
2025-03-12,ILI incidence,2025-03-23,3,LU,quantile,0.35,5824.388544270758
2025-03-12,ILI incidence,2025-03-30,4,LU,quantile,0.35,5488.583209918228
